Location,Primary_Culture,All_Cultures,Primary_Religion,All_Religions,Pop_Types
mengding_mengzi,yi_culture,yi_culture;bo_culture;dai_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
mengdong,palaung_culture,palaung_culture;tai_nua_culture;bai_culture;wa_culture,palaung_religion,palaung_religion;mahayana;satsana_phi;wa_religion,tribesmen;clergy
menghai,tai_lu_culture,tai_lu_culture,satsana_phi,satsana_phi,tribesmen;clergy
menghua,yi_culture,yi_culture;tai_nua_culture;bai_culture,mahayana,mahayana;bimoism;satsana_phi,tribesmen;peasants;clergy
mengjin,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
mengla,tai_lu_culture,tai_lu_culture;jino_culture,jino_religion,jino_religion;satsana_phi,tribesmen;clergy
menglei,tai_lu_culture,tai_lu_culture;tai_nua_culture;wa_culture,theravada,theravada;satsana_phi;wa_religion,tribesmen;clergy
mengli,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
mengmeng,yi_culture,yi_culture;tai_nua_culture;wa_culture,bimoism,bimoism;satsana_phi;wa_religion,tribesmen;clergy
mengtong,yi_culture,yi_culture;tai_nua_culture;bai_culture;lahu_culture,lahu_religion,lahu_religion;bimoism;satsana_phi,tribesmen;clergy
mengxian,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
mengyin,zhongyuan_culture,zhongyuan_culture;jilu_culture,sanjiao,sanjiao,peasants;clergy
mengzi,yi_culture,yi_culture;bai_culture;hani_culture,bimoism,bimoism;hani_religion,tribesmen;clergy
mianchi,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
miangu,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
mianzhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
mianzhu,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
midu,yi_culture,yi_culture;bai_culture,mahayana,mahayana;bimoism,tribesmen;peasants;clergy
mile,yi_culture,yi_culture;bai_culture;hani_culture,bimoism,bimoism;hani_religion,tribesmen;clergy
minggang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
minghe,she_culture,she_culture;chuzhou_culture,sanjiao,sanjiao;wu_religion,tribesmen;peasants;clergy
mingsha,liang_culture,liang_culture;mongolian_culture;hui_muslim_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;sunni;mahayana;sanjiao,peasants;clergy
mingshan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
mingshui,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
mingtong,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
mingxi,kejia_culture,kejia_culture;jianning_culture,sanjiao,sanjiao,peasants;clergy
mingyi,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
mingying,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
minqing,fuzhou_culture,fuzhou_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
minxian,fuzhou_culture,fuzhou_culture,manichaeism,manichaeism;sanjiao,burghers;nobles;peasants;clergy
minzhou,qin_culture,qin_culture,sanjiao,sanjiao,tribesmen;peasants;clergy
mixian,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
miyun,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
mizhi,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
muchuan,yi_culture,yi_culture;shu_culture,bimoism,bimoism;sanjiao,tribesmen;peasants;clergy
muge,amdowa_culture,amdowa_culture;mongolian_culture;rma_culture,bon,bon;tibetan_buddhism;rmaism,tribesmen;peasants;clergy
mulian,tai_lu_culture,tai_lu_culture;tai_nua_culture;wa_culture,satsana_phi,satsana_phi;wa_religion,tribesmen;nobles;clergy
muong_te,bo_culture,bo_culture;dai_culture,satsana_phi,satsana_phi,tribesmen
muping,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
musuo,tai_nua_culture,tai_nua_culture;wa_culture,theravada,theravada;satsana_phi;wa_religion,tribesmen;clergy
nadi,yao_china_culture,yao_china_culture;mongolian_culture;zhuang_culture,yao_religion,yao_religion;moism,tribesmen;clergy
naiman,jurchen_culture,jurchen_culture,tungusic_shamanism,tungusic_shamanism,tribesmen;peasants;clergy
nalou,yi_culture,yi_culture;bo_culture;bai_culture;dai_culture,mahayana,mahayana;satsana_phi;bimoism,tribesmen;clergy
nanan,yi_culture,yi_culture;bai_culture;lahu_culture,lahu_religion,lahu_religion;bimoism,tribesmen;clergy
nanan_quanzhou,minnan_culture,minnan_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
nanbu,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
nanchang,gan_culture,gan_culture,sanjiao,sanjiao,burghers;nobles;peasants;clergy
nancheng,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
nanchong,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
nanchuan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
nandan,sui_culture,sui_culture;mongolian_culture;yao_china_culture;zhuang_culture;maonan_culture,yao_religion,yao_religion;sui_religion;moism;satsana_phi,tribesmen;clergy
nandan_tengcheng,ngacang_culture,ngacang_culture;tai_nua_culture,ngacang_religion,ngacang_religion;satsana_phi,tribesmen;nobles;peasants;clergy
nandian,ngacang_culture,ngacang_culture;tai_nua_culture,ngacang_religion,ngacang_religion;satsana_phi,tribesmen;nobles;peasants;clergy
nandun,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
nanfeng,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
nangong,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
nanhai,yuehai_culture,yuehai_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
nanhui,wu_culture,wu_culture,sanjiao,sanjiao,peasants;clergy
nanjiang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
nankang,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
nanlang,bai_culture,bai_culture;zhuang_culture,moism,moism,tribesmen;clergy
nanle,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
nanling,xuanzhou_culture,xuanzhou_culture,sanjiao,sanjiao,peasants;clergy
nanliu,yulin_culture,yulin_culture,sanjiao,sanjiao,peasants;clergy
nanning,yi_culture,yi_culture;bai_culture;hui_muslim_culture,sunni,sunni;bimoism,tribesmen;slaves;clergy
nanping,fuzhou_culture,fuzhou_culture;jianning_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
nansheng,minnan_culture,minnan_culture,sanjiao,sanjiao,peasants;clergy
nanxi,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
nanyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
nanzhang,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
nanzhao,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
nanzheng,qin_culture,qin_culture;shu_culture,sanjiao,sanjiao,peasants;clergy
naxi,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
neihuang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
neijiang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
neiqiu,jilu_culture,jilu_culture;jin_culture,sanjiao,sanjiao,peasants;clergy
neixiang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
nianbo,amdowa_culture,amdowa_culture;liang_culture;mongolian_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;mahayana;sanjiao,peasants;clergy
ningbian,tumed_culture,tumed_culture,tengri,tengri,tribesmen;peasants;clergy
ningde,she_culture,she_culture;funing_culture,sanjiao,sanjiao;wu_religion,tribesmen;peasants;clergy
ningdu,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
ningfan,yi_culture,yi_culture;nashi_culture;bai_culture;dai_culture,dongba_religion,dongba_religion;bimoism;satsana_phi,tribesmen;clergy
ningguo,jixi_culture,jixi_culture;mongolian_culture;xuanzhou_culture,tibetan_buddhism,tibetan_buddhism;sanjiao,peasants;clergy
ninghai,taizhou_wu_culture,taizhou_wu_culture;yue_wu_culture,sanjiao,sanjiao,peasants;clergy
ninghua,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
ninghua_tingzhou,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
ningjin,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
ningjin_zhaozhou,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
ningling,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
ningpu,guinan_culture,guinan_culture;zhuang_culture,moism,moism;sanjiao,tribesmen;peasants;clergy
ningshan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
ningxia,liang_culture,liang_culture;hui_muslim_culture;mi_niah_culture,sunni,sunni;mahayana;sanjiao,burghers;nobles;peasants;clergy
ningxiang,xinxiang_culture,xinxiang_culture,sanjiao,sanjiao,peasants;clergy
ningxiang_shizhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
ningyang,zhongyuan_culture,zhongyuan_culture;jilu_culture,sanjiao,sanjiao,peasants;clergy
ningyuan,yongzhou_culture,yongzhou_culture;yao_china_culture,yao_religion,yao_religion;sanjiao,tribesmen;peasants;clergy
ningyuan_gongchang,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
ningyuan_wananjun,hlai_culture,hlai_culture;mai_culture_culture,sanjiao,sanjiao;satsana_phi,tribesmen;clergy
ningzhou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
niuquanzi,mongolian_culture,mongolian_culture,tengri,tengri,tribesmen;peasants;clergy
niushan,kharchin_culture,kharchin_culture;yan_culture;jurchen_culture,sanjiao,sanjiao;tungusic_shamanism;tengri,tribesmen;peasants;clergy
niuwu,tai_lu_culture,tai_lu_culture;bo_culture;yi_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
nixi,khampa_culture,khampa_culture,bon,bon;tibetan_buddhism,tribesmen;peasants;clergy
ordos,tumed_culture,tumed_culture,tengri,tengri,tribesmen;peasants;clergy
otog,tumed_culture,tumed_culture;mi_niah_culture,mahayana,mahayana;tengri,tribesmen;peasants;clergy
ouning,jianning_culture,jianning_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
paiwan,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
pakuali,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
pangyang,wa_culture,wa_culture,wa_religion,wa_religion,tribesmen;clergy
panqiao,hmong_culture,hmong_culture,hmongism,hmongism,tribesmen;clergy
pantian,kejia_culture,kejia_culture;chaozhou_culture,sanjiao,sanjiao,peasants;clergy
panyu,yuehai_culture,yuehai_culture,sanjiao,sanjiao,peasants;clergy
papora,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
peixian,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
penglai,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
pengshan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
pengshui,mongolian_culture,mongolian_culture;hmong_culture;shu_culture;gelao_culture;tujia_culture,hmongism,hmongism;sanjiao;tengri;nuo_religion,tribesmen;peasants;clergy
pengxi,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
pengze,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
pengzhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
phong_tho,bo_culture,bo_culture;dai_culture,satsana_phi,satsana_phi,tribesmen
piantouguan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
pingba,mongolian_culture,mongolian_culture;hmong_culture;hui_muslim_culture;zhuang_culture,sunni,sunni;hmongism;moism,tribesmen;slaves;clergy
pingchuan,yi_culture,yi_culture;nashi_culture,dongba_religion,dongba_religion;bimoism,tribesmen;clergy
pingdi,tumed_culture,tumed_culture,tengri,tengri,tribesmen;peasants;clergy
pingdian,yi_culture,yi_culture;bai_culture,bimoism,bimoism,tribesmen;clergy
pingding,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
pingdisonglin,mongolian_culture,mongolian_culture,tengri,tengri,tribesmen;peasants;clergy
pinggu,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
pinghe,minnan_culture,minnan_culture,sanjiao,sanjiao,peasants;clergy
pingji,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
pingjiang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
pingjin,hui_muslim_culture,hui_muslim_culture;jin_culture,sunni,sunni;sanjiao,burghers;nobles;peasants;clergy
pingle,yao_china_culture,yao_china_culture,yao_religion,yao_religion,tribesmen;clergy
pingli,chu_culture,chu_culture;shu_culture,sanjiao,sanjiao,peasants;clergy
pingliang,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
pinglu,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
pingnan,tubai_culture,tubai_culture;yao_china_culture,yao_religion,yao_religion;sanjiao,tribesmen;peasants;clergy
pingquan,kharchin_culture,kharchin_culture,tengri,tengri,tribesmen;peasants;clergy
pingshan_huiyang,huizhou_hakka_culture,huizhou_hakka_culture,sanjiao,sanjiao,peasants;clergy
pingshan_zhending,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
pingwu,shu_culture,shu_culture;rma_culture;baima_culture,sanjiao,sanjiao;rmaism,tribesmen;slaves;peasants;clergy
pingxiang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
pingxiang_pingxiang,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
pingyang,ouhai_culture,ouhai_culture;funing_culture,sanjiao,sanjiao,peasants;clergy
pingyang_guiyang,yongzhou_culture,yongzhou_culture,sanjiao,sanjiao,peasants;clergy
pingyao,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
pingyin,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
pingyu,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
pingyuan_jinan,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
pingyuan_mei,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
pingyue,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
pingzhu,maonan_culture,maonan_culture;hmong_culture,hmongism,hmongism;satsana_phi,tribesmen;clergy
pixian,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
poyang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
puan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
puan_puan,mongolian_culture,mongolian_culture;yi_culture;hmong_culture;hui_muslim_culture;zhuang_culture,sunni,sunni;hmongism;moism;bimoism,tribesmen;slaves;clergy
pucheng,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
pucheng_jianning,chuzhou_culture,chuzhou_culture,sanjiao,sanjiao,peasants;clergy
puding,mongolian_culture,mongolian_culture;hmong_culture;zhuang_culture,hmongism,hmongism;moism,tribesmen;clergy
puge,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
pujiang,wuzhou_culture,wuzhou_culture,sanjiao,sanjiao,peasants;clergy
pujiang_qiongzhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
puning,chaozhou_culture,chaozhou_culture,sanjiao,sanjiao,peasants;clergy
puning_rongzhou,yulin_culture,yulin_culture,sanjiao,sanjiao,peasants;clergy
puqi,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
puri_simao,tai_lu_culture,tai_lu_culture;bo_culture;tai_nua_culture;yi_culture,bimoism,bimoism;satsana_phi,tribesmen;clergy
putian,xinghua_culture,xinghua_culture,manichaeism,manichaeism;sanjiao,peasants;clergy
puxian,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
puyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
puyin,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
qianan,yan_culture,yan_culture,sanjiao,sanjiao,peasants;clergy
qianhua,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
qianjiang,chu_culture,chu_culture,sanjiao,sanjiao,peasants;clergy
qianjiang_binzhou,guinan_culture,guinan_culture;mongolian_culture;zhuang_culture,sanjiao,sanjiao;moism,tribesmen;peasants;clergy
qianjiang_shaoqing,tujia_culture,tujia_culture,nuo_religion,nuo_religion,tribesmen;peasants;clergy
qianlong,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
qianlong_siming,zhuang_culture,zhuang_culture,moism,moism,tribesmen;clergy
qianshan,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
qianwei,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
qianyang,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
qianyang_yuanzhou,laoxiang_culture,laoxiang_culture;kam_culture,kam_religion,kam_religion;sanjiao,tribesmen;peasants;clergy
qianyou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
qianzhou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
qiaojia,yi_culture,yi_culture;shu_culture,bimoism,bimoism;sanjiao,tribesmen;slaves;clergy
qiaokou,xinxiang_culture,xinxiang_culture,sanjiao,sanjiao,peasants;clergy
qiaoxian,zhongyuan_culture,zhongyuan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
qichun,gan_culture,gan_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
qidaban,amdowa_culture,amdowa_culture;liang_culture;mongolian_culture;yugur_culture,tibetan_buddhism,tibetan_buddhism;mahayana;sanjiao,peasants;clergy
qidong,jilu_culture,jilu_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
qihe,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
qijiang,yi_culture,yi_culture;shu_culture,bimoism,bimoism;sanjiao,tribesmen;peasants;clergy
qilian,amdowa_culture,amdowa_culture,bon,bon;tibetan_buddhism,peasants;clergy
qimen,qiwu_culture,qiwu_culture,sanjiao,sanjiao,peasants;clergy
qinan,liang_culture,liang_culture;qin_culture,sanjiao,sanjiao,peasants;clergy
qingchuan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
qingdao,leizhou_culture,leizhou_culture,sanjiao,sanjiao,peasants;clergy
qingfeng,zhongyuan_culture,zhongyuan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
qingfu,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
qinghe,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
qinghe_huaian,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
qingjian,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
qingjiang,gan_culture,gan_culture,sanjiao,sanjiao,peasants;clergy
qingjiang_liping,kam_culture,kam_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
qingliu,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
qingliu_chuzhou,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
qingshen,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
qingshui,liang_culture,liang_culture;qin_culture,sanjiao,sanjiao,peasants;clergy
qingtai,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
qingtian,chuzhou_culture,chuzhou_culture;ouhai_culture,sanjiao,sanjiao,peasants;clergy
qingxiang,yongzhou_culture,yongzhou_culture,sanjiao,sanjiao,burghers;nobles;peasants;clergy
qingyang,xuanzhou_culture,xuanzhou_culture,sanjiao,sanjiao,peasants;clergy
qingyang_luan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
qingyuan,kejia_culture,kejia_culture;yuehai_culture,sanjiao,sanjiao,peasants;clergy
qingyuan_baoding,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
qingyuan_chuzhou,manjiang_culture,manjiang_culture;chuzhou_culture,sanjiao,sanjiao,peasants;clergy
qinjiang,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
qinshui,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
qinyuan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
qiongbu,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
qiongshan,hlai_culture,hlai_culture;qiong_culture,satsana_phi,satsana_phi;sanjiao,tribesmen;peasants;clergy
qiongshui,kam_culture,kam_culture;hmong_culture,kam_religion,kam_religion;hmongism,tribesmen;clergy
qiongxi,amdowa_culture,amdowa_culture;mongolian_culture;rma_culture,bon,bon;tibetan_buddhism;rmaism,tribesmen;peasants;clergy
qiongzhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
qishan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
qishui,gan_culture,gan_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
qiubei,yi_culture,yi_culture;bai_culture;zhuang_culture,bimoism,bimoism;moism,tribesmen;clergy
qiuxian,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
qixia,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
qixian,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
qixian_taiyuan,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
qixian_tongchuan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
qiyang,yongzhou_culture,yongzhou_culture,sanjiao,sanjiao,peasants;clergy
qizhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
quanjiao,jianghuai_culture,jianghuai_culture,sanjiao,sanjiao,peasants;clergy
quanning,mongolian_culture,mongolian_culture;jurchen_culture,tungusic_shamanism,tungusic_shamanism;tengri,tribesmen;peasants;clergy
queshan,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
qufu,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,burghers;nobles;peasants;clergy
qujiang,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
qujiang_guangan,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
qushan,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
quwo,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
quyang,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
quzhou,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
rangxian,zhongyuan_culture,zhongyuan_culture;chu_culture,sanjiao,sanjiao,peasants;clergy
rencheng,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
rende,yi_culture,yi_culture,bimoism,bimoism,tribesmen;clergy
renhua,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
renhuai,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
renqiu,jilu_culture,jilu_culture,sanjiao,sanjiao,peasants;clergy
renshou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
renxian,jilu_culture,jilu_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
rinpung,amdowa_culture,amdowa_culture;mongolian_culture;rma_culture;shu_culture,bon,bon;tibetan_buddhism;sanjiao;rmaism,tribesmen;peasants;clergy
rizhao,zhongyuan_culture,zhongyuan_culture;jiaodong_culture,sanjiao,sanjiao,peasants;clergy
rongchang,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
rongcheng,guangxin_culture,guangxin_culture,sanjiao,sanjiao,peasants;clergy
rongjing,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
rongmei,mongolian_culture,mongolian_culture;tujia_culture;shu_culture;hmong_culture,hmongism,hmongism;sanjiao;tengri;nuo_religion,tribesmen;slaves;peasants;clergy
rongshan,hmong_culture,hmong_culture,hmongism,hmongism,tribesmen;clergy
rongshui,mongolian_culture,mongolian_culture;yao_china_culture;hmong_culture;zhuang_culture;mulam_culture;kam_culture,mulam_religion,mulam_religion;hmongism;kam_religion;moism;yao_religion;tengri,tribesmen;clergy
rongxian,bo_culture,bo_culture;mongolian_culture;hmong_culture;shu_culture,satsana_phi,satsana_phi;tibetan_buddhism;hmongism;sanjiao,tribesmen;peasants;clergy
rongzhou,shu_culture,shu_culture,sanjiao,sanjiao,peasants;clergy
rouyuan,tai_nua_culture,tai_nua_culture;palaung_culture;ngacang_culture;yi_culture;bai_culture,satsana_phi,satsana_phi;palaung_religion;theravada;ngacang_religion;bimoism,tribesmen;clergy
rugao,tongtai_culture,tongtai_culture,sanjiao,sanjiao,peasants;clergy
ruian,ouhai_culture,ouhai_culture;funing_culture,sanjiao,sanjiao,peasants;clergy
ruichang,gan_culture,gan_culture;jianghuai_culture,sanjiao,sanjiao,peasants;clergy
ruicheng,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
ruijin,kejia_culture,kejia_culture,sanjiao,sanjiao,peasants;clergy
rukai,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
runyan,yi_culture,yi_culture;nashi_culture,dongba_religion,dongba_religion;bimoism,tribesmen;clergy
rushan,jiaodong_culture,jiaodong_culture,sanjiao,sanjiao,peasants;clergy
ruxi,malao_culture,malao_culture;zhuang_culture;yao_china_culture,moism,moism;yao_religion;sanjiao,tribesmen;peasants;clergy
ruyang,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
ruyuan,kejia_culture,kejia_culture;yao_china_culture,yao_religion,yao_religion;sanjiao,tribesmen;peasants;clergy
sancha,liang_culture,liang_culture;qin_culture,sanjiao,sanjiao,peasants;clergy
sanchakou,kharchin_culture,kharchin_culture;yan_culture;jurchen_culture,tungusic_shamanism,tungusic_shamanism;sanjiao;tengri,tribesmen;peasants;clergy
sanchuan,liang_culture,liang_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
sangqu,sarta_culture,sarta_culture;amdowa_culture,bon,bon;tibetan_buddhism;sunni,tribesmen;peasants;clergy
sanhe_chaozhou,kejia_culture,kejia_culture;minnan_culture,sanjiao,sanjiao,peasants;clergy
sanhe_tongzhou,yan_culture,yan_culture;hui_muslim_culture,sunni,sunni;sanjiao,peasants;clergy
sanmao,mongolian_culture,mongolian_culture;tujia_culture;hmong_culture,hmongism,hmongism;tengri;nuo_religion,tribesmen;peasants;clergy
sanrao,chaozhou_culture,chaozhou_culture,sanjiao,sanjiao,peasants;clergy
sanshui,yuehai_culture,yuehai_culture,sanjiao,sanjiao,peasants;clergy
sanshui_binzhou,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
sanyao,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
sanyuan,qin_culture,qin_culture,sanjiao,sanjiao,peasants;clergy
seediq,formosan_culture,formosan_culture,formosan_religion,formosan_religion,tribesmen
shagou,huaihai_culture,huaihai_culture,sanjiao,sanjiao,peasants;clergy
shahe,jin_culture,jin_culture,sanjiao,sanjiao,peasants;clergy
shahe_bobai,yulin_culture,yulin_culture,sanjiao,sanjiao,peasants;clergy
shandan,liang_culture,liang_culture;mongolian_culture;mi_niah_culture,tibetan_buddhism,tibetan_buddhism;mahayana;sanjiao,peasants;clergy
shangcai,zhongyuan_culture,zhongyuan_culture,sanjiao,sanjiao,peasants;clergy
